link,0_count,1_count,2_count,avg_speed,max_speed,min_speed,avg_eta,max_eta,min_eta,avg_cnt,max_cnt,min_cnt,0_prob,1_prob,2_prob
235303,2726.0,17317.0,457.0,27.72187051735471,58.4,0.0,27.316613518669214,57.4,0.0,2.0736457729463673,11.0,0.0,0.13297560975609757,0.8447317073170731,0.022292682926829267
235305,588.0,10981.0,222.0,27.611976192671627,71.8,0.0,26.895425885223965,71.8,0.0,1.6810264257193794,9.0,0.0,0.049868543804596724,0.9313035365957086,0.01882791959969468
235609,979.0,4638.0,65.0,29.001148540027938,59.6,0.0,28.378727652170923,59.6,0.0,1.1715767656432257,6.0,0.0,0.17229848644843365,0.8162618796198522,0.011439633931714184
235610,2400.0,4626.0,88.0,29.3113209525507,77.4,0.0,20.673688153297178,77.3,0.0,1.0248809737856428,6.0,0.0,0.3373629463030644,0.6502670789991566,0.012369974697779028
235704,498.0,35487.0,1997.0,32.00632284208447,61.5,0.0,23.71878310423247,61.2,0.0,9.841939953884115,31.0,0.0,0.01311147385603707,0.9343109894160392,0.05257753672792375
235721,706.0,32036.0,1448.0,32.29958363541851,58.8,0.0,33.839150262980596,59.5,0.0,3.9172445620865735,17.0,0.0,0.02064931266452179,0.9369991225504534,0.04235156478502486
235722,629.0,29917.0,1317.0,31.7682673961035,53.4,0.0,32.75824048429426,59.8,0.0,4.346508470361062,18.0,0.0,0.01974076515080187,0.9389260270533221,0.0413332077958761
235744,775.0,23352.0,13033.0,26.690030481055036,81.3,0.0,26.331324583409888,81.3,0.0,5.30961218291432,20.0,0.0,0.020855758880516686,0.6284176533907427,0.3507265877287406
235745,460.0,32873.0,1920.0,27.973671530237553,60.4,0.0,24.876423566261998,60.4,0.0,4.781098633922458,20.0,0.0,0.013048534876464414,0.9324880152043797,0.05446344991915582
235746,545.0,29680.0,6484.0,27.32812868334294,67.0,0.0,24.759199556334366,67.0,0.0,5.023764099891456,18.0,0.0,0.014846495409844998,0.8085210711269716,0.1766324334631834
235839,56.0,15485.0,256.0,32.31395606225471,82.4,3.1,21.08983264131043,82.4,1.0,3.819933683160085,27.0,0.0,0.003544976894347028,0.9802494144457808,0.01620560865987213
235998,3605.0,6086.0,1123.0,24.98550696090704,59.4,0.0,12.6990685919934,58.7,0.0,1.3531385718944173,9.0,0.0,0.33336415757351584,0.5627889772517107,0.10384686517477344
236004,4518.0,9860.0,909.0,25.42579190364774,58.8,0.0,19.033440814569836,59.3,0.0,1.4939950042303374,10.0,0.0,0.29554523451298487,0.6449924772682671,0.05946228821874795
236005,2760.0,12126.0,786.0,24.98634326970336,59.4,0.0,21.6613995092508,59.6,0.0,1.748713429982979,14.0,0.0,0.17611026033690658,0.7737366003062787,0.0501531393568147
236007,2664.0,11254.0,1168.0,24.69057251964708,55.1,0.0,20.385781746860626,59.9,0.0,1.7306749321316182,13.0,0.0,0.17658756462945777,0.745989659286756,0.0774227760837863
236014,397.0,32948.0,507.0,35.03908955869728,58.5,0.0,33.08774988998274,58.9,0.0,4.954516702375992,18.0,0.0,0.011727519792035922,0.9732955216826185,0.014976958525345621
236029,1433.0,10785.0,277.0,27.84893183999889,57.6,0.0,22.863855323150453,57.6,0.0,1.4585806140451834,9.0,0.0,0.1146858743497399,0.8631452581032413,0.022168867547018807
236048,1444.0,9619.0,162.0,26.76574177455544,51.6,0.0,23.5672432420829,57.6,0.0,1.3712631460030873,10.0,0.0,0.128641425389755,0.8569265033407573,0.014432071269487751
236074,261.0,29365.0,2415.0,32.02747215767417,65.7,0.0,35.87740584018495,80.3,0.0,5.407892905790616,20.0,0.0,0.008145813176867139,0.9164820074279829,0.07537217939514997
236150,1222.0,16015.0,117.0,29.271527654109484,64.2,0.0,24.46461314246139,64.2,0.0,1.6026677358418078,8.0,0.0,0.07041604241097153,0.922841996081595,0.0067419615074334445
236163,4066.0,10205.0,1643.0,25.73089523022732,57.6,0.0,22.676004921971227,58.8,0.0,1.7271545602180087,8.0,0.0,0.2554983033806711,0.641259268568556,0.10324242805077291
236164,4976.0,11030.0,1561.0,25.916568119268803,152.9,0.0,24.126503990887322,152.9,0.0,1.6063489938540605,8.0,0.0,0.28325838219388627,0.6278818238743098,0.08885979393180395
236178,1967.0,15924.0,247.0,27.22716959598516,51.6,0.0,24.81442923864588,56.7,0.0,1.8340686477340988,8.0,0.0,0.10844635571727865,0.8779358253390671,0.013617818943654207
236366,3209.0,9408.0,1473.0,25.57777312477434,73.2,0.0,20.610388566705424,73.6,0.0,1.6349366274205228,10.0,0.0,0.22775017743080198,0.667707594038325,0.10454222853087296
23643,103.0,37631.0,3826.0,30.063725413126697,55.7,0.0,33.60846083128993,62.7,0.0,15.816124302491078,50.0,0.0,0.002478344562078922,0.9054619826756497,0.09205967276227142
23644,80.0,37523.0,4837.0,29.106686756090255,67.4,0.0,28.889309480969715,68.7,0.0,16.314039661433505,48.0,0.0,0.001885014137606032,0.8841423185673892,0.11397266729500471
236604,654.0,27640.0,8877.0,29.090185735122763,74.2,0.0,24.648366893835444,74.2,0.0,18.289559597613128,56.0,0.0,0.017594361195555675,0.7435904334023836,0.23881520540206075
236613,3165.0,16633.0,901.0,31.076731724958233,73.7,0.0,28.82359441957532,80.5,0.0,1.9760439112777934,9.0,0.0,0.15290593748490267,0.8035653896323494,0.043528672882747955
236618,568.0,34658.0,1763.0,31.733760966250365,64.4,0.0,28.974410508831156,82.5,0.0,10.565593232019802,33.0,0.0,0.015355916623861147,0.9369812647003163,0.04766281867582254
236620,663.0,30246.0,659.0,28.82795132158724,48.3,0.0,32.054415532760736,57.3,0.0,6.38141463113528,26.0,0.0,0.0210022807906741,0.9581221490116574,0.020875570197668523
236621,545.0,30598.0,834.0,29.42159302791419,52.8,0.0,23.065809436474495,48.3,0.0,7.430458830152439,39.0,0.0,0.01704350001563624,0.9568752540888764,0.02608124589548738
236627,3080.0,25592.0,5807.0,22.31644993253707,59.0,0.0,20.44551202356172,57.6,0.0,5.268290240565987,20.0,0.0,0.0893297369413266,0.7422489051306592,0.16842135792801416
236628,3308.0,22934.0,6868.0,21.46166968268272,52.8,0.0,21.18240132584215,59.9,0.0,4.81182575162312,28.0,0.0,0.09990939293264875,0.6926608275445485,0.20742977952280278
236636,0.0,15195.0,297.0,43.54775868886992,111.2,1.5,44.04842355324966,111.2,1.0,23.207168266074934,107.0,1.0,0.0,0.9808288148721921,0.0191711851278079
236996,1515.0,26739.0,2608.0,30.720058635120488,73.1,0.0,30.24850375604623,81.3,0.0,3.167786195379664,15.0,0.0,0.04908949517205625,0.8664052880565096,0.08450521677143413
236998,0.0,1458.0,39.0,33.68916509331598,62.6,4.9,27.298613091362853,79.2,1.0,1.5828751627604167,8.0,1.0,0.0,0.9739478957915831,0.026052104208416832
237000,26.0,1104.0,65.0,33.331302246093756,47.0,0.0,29.454963704427087,47.0,0.0,1.5963248697916668,6.0,0.0,0.021757322175732216,0.9238493723849373,0.05439330543933055
237033,853.0,11777.0,332.0,31.830233196610806,57.6,0.0,29.39120412636634,82.8,0.0,1.6754069070361712,11.0,0.0,0.06580774571825336,0.908578923005709,0.025613331276037647
23715,347.0,39554.0,38.0,42.97122487755155,59.7,0.0,40.89727240147624,59.6,0.0,10.474456691862612,35.0,0.0,0.008688249580610432,0.9903602994566715,0.0009514509627181452
237238,1959.0,2508.0,241.0,23.23759916991923,57.7,0.0,16.23389520439572,59.5,0.0,1.0284473470581903,5.0,0.0,0.4161002548853016,0.5327102803738317,0.05118946474086661
237240,2572.0,3710.0,291.0,22.273733540183304,57.6,0.0,22.279526354502966,57.6,0.0,0.9969669944312838,7.0,0.0,0.39129773315076827,0.564430244941427,0.04427202190780465
237298,1112.0,25953.0,1339.0,37.73758060719147,56.7,0.0,24.513792735157082,59.2,0.0,3.6148443503475884,16.0,0.0,0.03914941557527109,0.913709336713139,0.047141247711589916
237324,350.0,31661.0,2501.0,33.43615785023981,77.8,0.0,36.01149517416249,83.2,0.0,5.940826721783729,21.0,0.0,0.010141400092721372,0.9173910523875753,0.07246754751970329
237325,392.0,31624.0,2587.0,32.90200600096415,79.0,0.0,33.654733650378816,80.7,0.0,5.689539120049449,22.0,0.0,0.011328497529115973,0.9139091986243967,0.0747623038464873
237364,524.0,30614.0,3455.0,25.376022920118615,57.1,0.0,26.027073748271746,58.9,0.0,4.8024740862038975,18.0,0.0,0.015147573208452577,0.8849767293961206,0.09987569739542682
237380,4312.0,14322.0,3367.0,30.690437481014165,82.7,0.0,20.76296132143188,81.5,0.0,2.255979660469469,10.0,0.0,0.19599109131403117,0.6509704104358893,0.15303849825007954
237400,659.0,17148.0,17120.0,24.66643916198617,69.6,0.0,24.74173099657456,77.1,0.0,7.812779790946967,26.0,0.0,0.018867924528301886,0.49096687376528186,0.49016520170641625
237401,409.0,26415.0,8567.0,27.19382504549474,53.6,0.0,26.049424252978163,83.2,0.0,7.700828143538286,26.0,0.0,0.011556610437681896,0.7463761973383064,0.24206719222401177
23750,1891.0,5956.0,100.0,27.37488671262971,57.6,0.0,25.44686513863575,57.2,0.0,1.506520017212661,7.0,0.0,0.23795142821190388,0.7494652069963508,0.012583364791745313
23752,2416.0,7607.0,220.0,24.780688460328907,57.2,0.0,20.580347538712353,57.2,0.0,1.3657341041728932,6.0,0.0,0.23586839793029385,0.7426535194767158,0.021478082592990336
237559,2281.0,17775.0,585.0,26.882238679608896,60.6,0.0,26.534905683401412,71.5,0.0,1.936478462513719,9.0,0.0,0.11050821181144324,0.8611501380747056,0.028341650113851074
237561,2565.0,16142.0,797.0,27.225837625278842,73.1,0.0,26.6032442530202,58.6,0.0,2.021434751016618,9.0,0.0,0.13151148482362593,0.8276251025430681,0.040863412633305986
23762,1.0,2621.0,1480.0,25.67839367659617,60.5,0.0,32.6981723316386,60.5,0.0,5.774980078955019,77.0,0.0,0.00024378352023403217,0.6389566065333984,0.3607996099463676
237632,2491.0,4240.0,299.0,22.40640667625732,48.4,0.0,18.94715768267463,49.9,0.0,1.1176646521174245,8.0,0.0,0.3543385490753912,0.6031294452347084,0.042532005689900426
237671,39.0,37954.0,3750.0,56.14367115228333,90.9,0.0,31.159111053296876,97.1,0.0,20.739169492501972,57.0,0.0,0.0009342883836810962,0.9092302901085212,0.08983542150779772
237684,438.0,21555.0,689.0,27.756822348187782,58.3,0.0,16.930164393745,59.9,0.0,2.6155599634589963,13.0,0.0,0.01931046644916674,0.9503130235428975,0.030376510007935807
237687,3917.0,7121.0,11921.0,19.94049052917936,59.4,0.0,20.306683583822256,58.8,0.0,2.327752208293581,12.0,0.0,0.17060847597891896,0.31016159240385033,0.5192299316172307
237711,473.0,5418.0,242.0,31.486100000216588,67.6,0.0,32.596908273962285,76.8,0.0,1.1822704338807435,5.0,0.0,0.07712375672590902,0.8834175770422306,0.03945866623186043
237712,2951.0,10031.0,344.0,31.773567075446245,82.7,0.0,27.979668078906982,82.9,0.0,1.9315814487128211,8.0,0.0,0.22144679573765572,0.7527390064535494,0.025814197808794837
237852,4550.0,3260.0,845.0,24.374493551537526,59.6,0.0,13.915096730041576,59.6,0.0,1.0980102234634141,6.0,0.0,0.5257076834199884,0.37666088965915656,0.097631426920855
237854,3864.0,2731.0,666.0,20.05925165535387,44.1,0.0,11.340423760697789,43.3,0.0,1.0063858833800232,5.0,0.0,0.5321581049442226,0.37611899187439746,0.09172290318137998
237856,2839.0,2616.0,429.0,22.307143232394758,59.6,0.0,15.305064839073687,59.6,0.0,0.9974053516106474,5.0,0.0,0.48249490142760026,0.44459551325628827,0.07290958531611148
237858,3041.0,4546.0,340.0,23.30978085765124,46.8,0.0,19.856238246219355,58.4,0.0,1.2393210779584591,6.0,0.0,0.38362558344897185,0.5734830326731424,0.04289138387788571
237910,317.0,38003.0,875.0,44.19851012672886,78.0,0.0,29.495847800426944,77.8,0.0,10.054300538764409,45.0,0.0,0.00808776629672152,0.9695879576476591,0.02232427605561934
237919,1918.0,22302.0,2032.0,41.91975537036013,69.6,0.0,28.682886747880087,76.8,0.0,3.3293107454088524,22.0,0.0,0.07306110010665855,0.8495352735029712,0.07740362639037025
237920,2908.0,14813.0,904.0,36.7997053641848,59.0,0.0,23.24842012452134,59.7,0.0,2.039254766964391,14.0,0.0,0.15613422818791947,0.7953288590604027,0.04853691275167785
237922,227.0,38141.0,1037.0,40.37978250304104,59.9,0.0,28.758723196152875,59.9,0.0,13.300643973741991,47.0,0.0,0.005760690267732522,0.9679228524298947,0.026316457302372795
237929,324.0,15443.0,2166.0,41.38936792561795,67.9,0.0,32.79162643250773,83.9,0.0,3.289927838120721,13.0,0.0,0.01806725032063793,0.8611498354988011,0.12078291418056097
238012,1981.0,5823.0,188.0,27.049726897817944,79.6,0.0,25.344571734149874,81.0,0.0,1.290860990857321,7.0,0.0,0.24787287287287288,0.7286036036036037,0.023523523523523524
238117,1868.0,4479.0,96.0,28.247655178296128,78.3,0.0,29.091818889875768,78.3,0.0,0.963762424186424,5.0,0.0,0.2899270526152413,0.6951730560297997,0.01489989135495887
238118,1201.0,2383.0,13.0,25.54863308519787,60.0,0.0,26.195320664697224,68.4,0.0,0.8017458346154955,4.0,0.0,0.3338893522379761,0.662496524881846,0.003614122880177926
238120,1443.0,2400.0,54.0,26.368246596993345,65.8,0.0,24.42756047698127,63.5,0.0,0.9192910686069065,5.0,0.0,0.37028483448806776,0.6158583525789069,0.013856812933025405
238141,2350.0,2204.0,228.0,24.69336774492595,86.2,0.0,13.313989172922241,86.2,0.0,1.0908811688423157,5.0,0.0,0.49142618151401085,0.4608950230029277,0.04767879548306148
238328,2153.0,5242.0,133.0,28.11324267607842,58.3,0.0,17.643744684238424,53.9,0.0,0.9926531876879079,6.0,0.0,0.2859989373007439,0.6963336875664187,0.017667375132837407
238438,2587.0,5584.0,514.0,37.26964218332722,72.5,0.0,19.655194108696374,72.5,0.0,1.6208761963357055,8.0,0.0,0.2978698906160046,0.6429476108232585,0.0591824985607369
238457,1175.0,5257.0,465.0,29.861720139220168,59.6,0.0,29.459164854529313,59.6,0.0,1.5179015531700755,11.0,0.0,0.1703639263447876,0.7622154559953603,0.0674206176598521
238458,155.0,1854.0,16.0,35.798213067796496,57.5,0.0,31.00508213382297,57.6,0.0,1.6171438344319662,6.0,0.0,0.07654320987654321,0.9155555555555556,0.007901234567901235
238473,3638.0,6946.0,1690.0,26.427758663222466,59.2,0.0,15.497666342146363,59.2,0.0,1.5571000851501549,8.0,0.0,0.296398891966759,0.5659116832328499,0.13768942480039106
238474,85.0,1914.0,98.0,34.16291489664714,56.6,0.0,29.584701480441623,57.6,0.0,1.3629211764865452,7.0,0.0,0.04053409632808774,0.9127324749642346,0.04673342870767763
238494,2835.0,5943.0,172.0,25.732732184928253,75.1,0.0,21.10600900096925,76.7,0.0,1.4004035023720491,6.0,0.0,0.3167597765363129,0.664022346368715,0.019217877094972066
238495,3376.0,5529.0,155.0,24.906225567123613,80.8,0.0,19.038926879592996,68.1,0.0,1.371514910885653,6.0,0.0,0.3726269315673289,0.6102649006622517,0.017108167770419427
238514,1088.0,9569.0,240.0,34.67454097947295,80.6,0.0,36.22245891555258,83.9,0.0,1.9817685518145325,11.0,0.0,0.0998439937597504,0.8781315958520693,0.022024410388180232
238527,689.0,31095.0,938.0,26.767408655071485,56.4,0.0,23.780253757619988,59.9,0.0,3.7768989938496116,15.0,0.0,0.021056170160748122,0.9502781003606137,0.028665729478638224
238528,1172.0,27176.0,776.0,26.822362322257394,58.8,0.0,23.255154836180296,59.8,0.0,2.9444610001164673,12.0,0.0,0.040241725037769537,0.9331135832989974,0.02664469166323307
238532,1031.0,11022.0,2831.0,23.992389766781304,55.1,0.0,16.118967907744697,59.9,0.0,2.1057733976157627,8.0,0.0,0.06926901370599302,0.7405267401236226,0.1902042461703843
238533,235.0,5695.0,1011.0,26.640829950372982,59.9,2.2,40.17347434638975,59.9,2.1,1.7926328791402004,9.0,0.0,0.03385679296931278,0.8204869615329203,0.1456562454977669
238541,2132.0,21387.0,1412.0,26.199407833038606,59.3,0.0,23.18251589373415,58.7,0.0,2.5299748077192072,13.0,0.0,0.08551602422686615,0.8578476595403313,0.05663631623280253
238542,1643.0,18995.0,1068.0,25.78120933115922,59.9,0.0,22.966888386562967,59.9,0.0,2.0442869381916466,14.0,0.0,0.07569335667557357,0.8751036579747535,0.0492029853496729
238557,3916.0,9286.0,915.0,23.5074809025653,59.9,0.0,17.97364483662065,58.8,0.0,2.0956169786984646,17.0,0.0,0.27739604731883544,0.6577884819720904,0.06481547070907416
238558,3666.0,7861.0,1232.0,26.87206117363594,58.8,0.0,18.87905199133649,56.4,0.0,1.9885181233711422,36.0,0.0,0.2873265929931813,0.6161141155262951,0.09655929148052356
238559,369.0,21154.0,124.0,31.65720917714365,59.0,0.0,25.46971637606722,59.0,0.0,3.3205601499879798,16.0,0.0,0.017046241973483624,0.9772254815909825,0.005728276435533792
238560,496.0,27971.0,94.0,28.29228303767987,52.5,0.0,25.752150439000115,59.8,0.0,3.2113442165670367,26.0,0.0,0.017366338713630476,0.9793424599978993,0.0032912012884702916
238562,923.0,33147.0,1383.0,27.55620449634563,59.4,0.0,17.591811095326268,59.4,0.0,3.931352817818931,16.0,0.0,0.02603446816912532,0.9349561391137562,0.03900939271711844
238564,834.0,31799.0,1034.0,26.937891795184022,59.4,0.0,24.903682229474747,59.4,0.0,3.88749048066287,17.0,0.0,0.024772031960079603,0.9445154008376154,0.03071256720230493
238591,1066.0,7609.0,163.0,37.282710229786076,54.4,0.0,33.577299866037066,58.0,0.0,1.4586053661306697,7.0,0.0,0.12061552387417968,0.8609413894546277,0.018443086671192578
238705,3303.0,10642.0,1335.0,23.657229801009002,59.7,0.0,21.278496620066775,58.9,0.0,1.7290318973865109,7.0,0.0,0.21616492146596858,0.6964659685863874,0.08736910994764398
238706,4474.0,12397.0,1758.0,24.288638513979492,57.7,0.0,20.4223518969914,58.1,0.0,1.6344726489763495,9.0,0.0,0.24016318642976006,0.6654678189918943,0.09436899457834559
238716,3908.0,10703.0,1369.0,24.48598433742697,47.2,0.0,24.266901354231983,56.6,0.0,1.4828439334388372,9.0,0.0,0.24455569461827284,0.6697747183979975,0.08566958698372966
238737,6688.0,5901.0,1484.0,25.850735735949932,74.3,0.0,21.042423584499005,66.6,0.0,1.1533273278408025,8.0,0.0,0.4752362680309813,0.41931357919420165,0.10545015277481702
238777,374.0,31511.0,9768.0,30.453596843575195,61.6,0.0,25.676808771140568,68.7,0.0,7.350105192426664,37.0,0.0,0.00897894509399083,0.7565121359806016,0.23450891892540754
238784,1960.0,6246.0,155.0,29.51250589399155,75.6,0.0,26.67120644500968,76.3,0.0,1.1443048763845964,6.0,0.0,0.23442171988996532,0.7470398277717977,0.018538452338237053
238785,669.0,22166.0,241.0,35.093841032323795,79.1,0.0,23.72412753443752,83.9,0.0,3.9709579910669337,31.0,0.0,0.028991159646385857,0.9605650892702374,0.010443751083376668
238811,158.0,30942.0,10223.0,35.63548817333632,62.9,0.0,22.353716956663764,63.9,0.0,15.73179826851078,50.0,0.0,0.003823536529293614,0.7487839701860949,0.24739249328461146
238828,291.0,8708.0,126.0,35.039306155785454,61.9,0.0,36.07789790404076,82.8,0.0,1.9623106065940643,8.0,0.0,0.03189041095890411,0.9543013698630137,0.013808219178082191
238856,1036.0,15353.0,251.0,36.277164231974794,54.6,0.0,33.13164138959584,59.3,0.0,3.861030962858533,23.0,0.0,0.062259615384615385,0.92265625,0.015084134615384616
238921,27.0,36884.0,5033.0,34.99259472493452,75.7,0.0,21.222791024330782,75.6,0.0,21.460599584918665,51.0,0.0,0.0006437154300972726,0.879362960137326,0.11999332443257676
238922,53.0,36384.0,5253.0,35.3796678602084,65.0,0.0,22.319529316651078,68.3,0.0,20.364959780501167,52.0,0.0,0.0012712880786759414,0.8727272727272727,0.12600143919405132
238940,75.0,41254.0,2483.0,34.78795287237131,62.8,0.0,34.15043069205632,71.9,0.0,26.75360389919703,64.0,0.0,0.0017118597644480964,0.9416141696338902,0.05667397060166165
238941,19.0,41274.0,2329.0,34.79719599302845,64.3,0.0,31.924137042548388,64.2,0.0,36.50605254763241,79.0,0.0,0.0004355600385126771,0.9461739489248544,0.05339049103663289
238944,43.0,42364.0,2238.0,34.24666003570793,56.7,0.0,27.789125140656655,78.7,0.0,28.95842060976227,74.0,0.0,0.0009631537686191063,0.9489080524134842,0.05012879381789674
238945,44.0,42390.0,2279.0,34.27414085905639,56.7,0.0,31.342286100419734,61.1,0.0,29.56490662188828,69.0,0.0,0.000984053854583678,0.9480464294500481,0.050969516695368235
238951,2056.0,8894.0,300.0,27.42474287283776,59.4,0.0,24.44923977390685,59.1,0.0,1.7193611313808888,17.0,0.0,0.18275555555555556,0.7905777777777778,0.02666666666666667
238952,2444.0,9432.0,315.0,28.492311318583766,57.6,0.0,27.39130930840974,59.8,0.0,1.6514757630108763,18.0,0.0,0.20047576080715282,0.7736855057009269,0.025838733491920268
238956,1117.0,26993.0,3156.0,24.37485610449269,51.6,0.0,12.632121750656115,51.6,0.0,3.852932773359445,74.0,0.0,0.03572570843728011,0.863333973005821,0.10094031855689886
238957,1628.0,17589.0,315.0,27.092654449786714,50.9,0.0,26.833884943868156,59.7,0.0,2.841206571141253,75.0,0.0,0.08335039934466516,0.9005222199467541,0.01612738070858079
238958,843.0,27114.0,3086.0,24.8526076780186,51.2,0.0,27.691691679839124,58.6,0.0,3.924656968520864,75.0,0.0,0.027155880552781626,0.8734336243275457,0.09941049511967272
238966,49.0,30892.0,13535.0,29.92867904713564,55.2,0.0,30.248373009985187,64.7,0.0,22.976973459335667,63.0,0.0,0.001101717780375933,0.6945768504361903,0.30432143178343374
238969,75.0,33892.0,7359.0,22.599983793031456,55.1,0.0,16.90146073511135,55.1,0.0,10.80636776792646,34.0,0.0,0.0018148381164400135,0.8201132458984659,0.17807191598509414
238971,141.0,33427.0,7368.0,23.58508960881284,57.2,0.0,23.82113059207242,58.9,0.0,10.617031911509478,31.0,0.0,0.003444401016220442,0.8165673246042603,0.17998827437951925
238973,143.0,32348.0,7005.0,22.306324744502597,55.1,0.0,24.359907911086154,59.9,0.0,9.864000057998272,26.0,0.0,0.003620619809600972,0.8190196475592465,0.1773597326311525
239005,925.0,33829.0,1615.0,27.264749850459403,59.8,0.0,30.162752136301776,58.8,0.0,5.143721779328304,17.0,0.0,0.025433748522092993,0.9301603013555501,0.04440595012235695
239007,1065.0,31292.0,1436.0,26.37818971113935,58.7,0.0,21.33237823609501,59.9,0.0,4.308127856134806,18.0,0.0,0.03151540259817122,0.9259905897671116,0.04249400763471725
239035,233.0,24619.0,1088.0,30.579115512025194,58.3,0.0,25.499742752845272,58.3,0.0,11.10717897806682,38.0,0.0,0.008982266769468002,0.9490747879722436,0.04194294525828836
239036,941.0,29963.0,1013.0,26.929854760727967,57.4,0.0,29.036901212416524,59.4,0.0,4.6150109706467255,22.0,0.0,0.0294827208070934,0.9387787072719868,0.03173857192091989
239037,1494.0,5577.0,2851.0,20.073923852532523,59.9,0.0,15.784658892630649,57.3,0.0,3.034882733752192,36.0,0.0,0.1505744809514211,0.5620842572062085,0.28734126184237047
239038,1207.0,13793.0,15907.0,18.793327928019433,63.0,0.0,15.333101941283026,55.2,0.0,4.717555473075302,20.0,0.0,0.03905264179635681,0.4462743067913418,0.5146730514123015
239039,1271.0,3805.0,1532.0,15.414932237174398,59.9,0.0,11.986160159549858,59.9,0.0,2.681526557947869,37.0,0.0,0.19234261501210653,0.575817191283293,0.2318401937046005
239040,1745.0,9566.0,17307.0,17.556926202282053,62.6,0.0,14.196280096709124,58.8,0.0,4.492269809510255,19.0,0.0,0.06097560975609756,0.33426514780907124,0.6047592424348313
23905,1845.0,24126.0,502.0,31.076460042539892,59.9,0.0,18.01338297355996,55.0,0.0,3.0340879287964126,15.0,0.0,0.0696936501340989,0.9113436331356476,0.018962716730253466
239053,6917.0,8478.0,1912.0,25.306558505831944,57.2,0.0,16.613019119704777,58.6,0.0,1.8509740078482506,18.0,0.0,0.3996648754839082,0.48985959438377535,0.11047553013231641
239054,7662.0,6067.0,2911.0,24.064681432195574,63.8,0.0,16.584464611952097,63.8,0.0,2.163637044556472,18.0,0.0,0.46045673076923077,0.3646033653846154,0.17493990384615385
23906,1382.0,22625.0,651.0,32.380035742487216,76.7,0.0,23.057219638950187,55.2,0.0,2.9558420525491296,12.0,0.0,0.05604671911752778,0.917552112904534,0.026401167977938195
23907,2066.0,23291.0,615.0,32.24355858917259,59.9,0.0,19.687362969910282,59.1,0.0,3.030182366412066,15.0,0.0,0.07954720468196519,0.8967734483289697,0.023679346989065146
23908,1174.0,22990.0,758.0,31.119728532235136,57.8,0.0,26.52224551549989,59.9,0.0,2.991738795019696,11.0,0.0,0.04710697375812535,0.9224781317711259,0.030414894470748736
239110,76.0,39286.0,1224.0,66.2205359661364,92.9,0.0,65.92119884456847,118.8,0.0,33.26051864587882,85.0,0.0,0.0018725668949884197,0.9679692504804612,0.030158182624550337
239111,124.0,38098.0,725.0,65.20341478504731,91.9,0.0,66.20593586549853,105.6,0.0,36.98369856070687,85.0,0.0,0.003183813900942306,0.9782011451459676,0.018615040953090096
239157,15.0,35883.0,310.0,61.867575568739575,92.3,0.0,66.86437060103415,104.6,0.0,31.843057388742764,77.0,0.0,0.00041427308882015023,0.9910240830755634,0.008561643835616438
239297,1491.0,23166.0,7690.0,27.94264122469808,76.3,0.0,18.50518287654978,64.3,0.0,3.7327767168309873,18.0,0.0,0.04609391906513741,0.7161715151327789,0.23773456580208366
239298,1393.0,26216.0,10608.0,26.751432618430485,83.1,0.0,18.25882408843362,61.0,0.0,6.340799876797511,21.0,0.0,0.03644974749457048,0.6859774445927205,0.277572807912709
239299,667.0,21119.0,15943.0,24.16938183480115,51.5,0.0,21.41061498823109,56.7,0.0,5.691403238426666,23.0,0.0,0.017678708685626442,0.5597550955498423,0.42256619576453125
239300,1960.0,8292.0,1084.0,24.157570803334732,57.6,0.0,20.73437079887163,55.2,0.0,1.6968665396896778,7.0,0.0,0.17290049400141144,0.7314749470712774,0.09562455892731123
239302,1577.0,3602.0,142.0,24.24225019703914,57.6,0.0,21.992287275672005,57.6,0.0,1.0049643004583935,6.0,0.0,0.2963728622439391,0.6769404247321932,0.026686713023867693
239303,2988.0,14210.0,380.0,26.020988377497673,58.8,0.0,26.554300137041807,58.9,0.0,1.5031031614453159,9.0,0.0,0.1699852087837069,0.8083968597110024,0.021617931505290705
239304,344.0,6114.0,479.0,26.194054615622143,57.6,0.0,23.357327913990915,53.9,0.0,1.3454373368339407,5.0,0.0,0.04958915957906876,0.8813608187977512,0.06905002162318005
239307,3863.0,21100.0,9826.0,30.170776424086277,59.9,0.0,35.15609191657655,58.8,0.0,6.071220390208369,19.0,0.0,0.11104084624450257,0.6065135531346115,0.2824456006208859
239315,339.0,29932.0,582.0,25.657250490299347,58.8,0.0,28.271404128222937,59.4,0.0,3.798783804362336,13.0,0.0,0.010987586296308301,0.9701487699737464,0.018863643729945225
239342,1380.0,29052.0,4130.0,29.71943510908933,56.0,0.0,29.665270772315587,57.7,0.0,4.363778570902702,16.0,0.0,0.03992824489323535,0.8405763555349807,0.11949539957178404
239343,1591.0,24078.0,8716.0,23.95848933327384,53.8,0.0,18.2611642365082,58.0,0.0,4.607568611532046,15.0,0.0,0.04627017594881489,0.7002472008143086,0.25348262323687654
239344,2919.0,20748.0,9530.0,22.334492655951856,57.2,0.0,19.526184625227305,59.4,0.0,4.421075200449989,15.0,0.0,0.08792963219568033,0.624996234599512,0.2870741332048077
239367,1509.0,26685.0,6730.0,28.215006660082754,57.4,0.0,29.116452948606717,59.5,0.0,4.183367780223318,16.0,0.0,0.04320810903676555,0.7640877333638758,0.1927041575993586
